LogDate,BENZE,CO,EBEN,HUM,NO,NO2,NOX,O3,PM10,PM2.5,PRES,Rain,SO2,SOL,TEMP,TOL,WIND,WINDS,XY
8/26/2008 7:20:00 PM,0,0.200000003,,,9.9099998474,50.9599990845,40.2000007629,32.5200004578,,,,,26.7199993134,,,0,226.8000030518,1.5,0
8/26/2008 7:30:00 PM,0,0.2399999946,,,9.1099996567,48.8600006104,29.8600006104,35.6100006104,,,,,26.2000007629,,,0,219.6000061035,2,0
8/26/2008 7:40:00 PM,0,0.4699999988,,,9.1000003815,48.4900016785,34.4300003052,36.4500007629,,,,,27.5499992371,,,0,223.1999969482,2,0
8/26/2008 7:50:00 PM,0,0.75,,,9.3999996185,51.8199996948,36.3300018311,35.6199989319,,,,,30.25,,,0,216,2,0
8/26/2008 8:00:00 PM,0,0.4699999988,,,8.7399997711,59.9199981689,32.2599983215,35.1500015259,,,,,25.7299995422,,,0,230.3999938965,2,0
8/26/2008 8:10:00 PM,0,0.5899999738,,,8.4799995422,54.7799987793,38.4300003052,33.3400001526,,,,,25.0699996948,,,0,230.3999938965,1.5,0
8/26/2008 8:20:00 PM,0,0.349999994,,,8.6899995804,54.7400016785,37.8400001526,31.2600002289,,,,,16.7099990845,,,0,241.1999969482,1.5,0
8/26/2008 8:30:00 PM,0,0.2199999988,,,8.2899999619,54.7599983215,21.8299999237,33.6100006104,,,,,14.2899999619,,,0,255.6000061035,1.5,0
8/26/2008 8:40:00 PM,0,1.5700000525,,,16.7600002289,52.5200004578,48.1300010681,34.6100006104,,,,,31.8099994659,,,0,284.3999938965,1.5,0
8/26/2008 8:50:00 PM,0,2.1199998856,,,17.1399993896,55.8199996948,61.5699996948,28.9300003052,,,,,37.3800010681,,,0,284.3999938965,1.5,0
8/26/2008 9:00:00 PM,0,1.5399999619,,,10.5600004196,50.2400016785,47.4199981689,27.7900009155,,,,,29.1100006104,,,0,273.6000061035,1,0
8/26/2008 9:10:00 PM,0,0.6700000167,,,8.7899999619,47.4599990845,36.7900009155,28.5900001526,,,,,18.7000007629,,,0,169.1999969482,1.5,0
8/26/2008 9:20:00 PM,0,0.2399999946,,,12.470000267,51.4099998474,44.0499992371,29.5900001526,,,,,12.8299999237,,,0,104.4000015259,3,0
8/26/2008 9:30:00 PM,0,0.1899999976,,,9.2600002289,46.1500015259,38.7900009155,28.9599990845,,,,,9.7600002289,,,0,147.6000061035,1,0
8/26/2008 9:40:00 PM,0,0.2199999988,,,10.4300003052,40.8100013733,34.7000007629,28.6900005341,,,,,6.9600000381,,,0,144,1,0
8/26/2008 9:50:00 PM,0,0.2199999988,,,9.1999998093,37.2599983215,29.6599998474,31.8899993896,,,,,6.0900001526,,,0,129.6000061035,1,0
8/26/2008 10:00:00 PM,0,0.25,,,27.3899993896,37.5800018311,71.9000015259,28.4099998474,,,,,6.6300001144,,,0,118.8000030518,1.5,0
8/26/2008 10:10:00 PM,0,0.150000006,,,14.3800001144,37.25,55.2900009155,23.0499992371,,,,,5.5300002098,,,0,136.8000030518,1.5,0
8/26/2008 10:20:00 PM,0,0.200000003,,,9.5399999619,34.8899993896,28.4599990845,28.3999996185,,,,,5.1700000763,,,0,165.6000061035,1.5,0
8/26/2008 10:30:00 PM,0,0.2099999934,,,8.529999733,36.5699996948,20.0100002289,32.0200004578,,,,,7.5599999428,,,0,140.3999938965,1,0
8/26/2008 10:40:00 PM,0,0.1700000018,,,14.7700004578,35.7299995422,44.4799995422,31.9899997711,,,,,9.2899999619,,,0,75.5999984741,1.5,0
8/26/2008 10:50:00 PM,0,0.200000003,,,8.8699998856,36.4500007629,25.3099994659,30.4500007629,,,,,9.7399997711,,,0,86.4000015259,1,0
8/26/2008 11:00:00 PM,0,0.3000000119,,,28.3899993896,37.2200012207,56.9199981689,30.5599994659,,,,,14.9300003052,,,0,61.2000007629,1.5,0
8/26/2008 11:10:00 PM,0,0.1400000006,,,7.5500001907,42.9700012207,23.2600002289,30.6299991608,,,,,9.3400001526,,,0,50.4000015259,2,0
8/26/2008 11:20:00 PM,0,0.3400000036,,,10.5699996948,36.9300003052,37.4099998474,30.4899997711,,,,,10.5500001907,,,0,57.5999984741,3,0
8/26/2008 11:30:00 PM,0,0.4699999988,,,14.4799995422,35.1500015259,48.1699981689,28.0599994659,,,,,8.8199996948,,,0,64.8000030518,2,0
8/26/2008 11:40:00 PM,0,0.349999994,,,13.8900003433,37.5400009155,51.2200012207,24.75,,,,,14.1499996185,,,0,61.2000007629,2,0
8/26/2008 11:50:00 PM,0,0.6600000262,,,10.970000267,38.5200004578,42.1399993896,25.9200000763,,,,,11.0200004578,,,0,50.4000015259,1.5,0
8/27/2008 12:00:00 AM,0,0.7900000215,,,7.3299999237,37.8100013733,33.4599990845,27.0599994659,,,,,16.6399993896,,,0,54,2,0
8/27/2008 12:10:00 AM,0,0.5500000119,,,7.6199998856,36,29.8700008392,28.3099994659,,,,,14.3100004196,,,0,79.1999969482,2,0
8/27/2008 12:20:00 AM,0,0.400000006,,,8.1000003815,35.5699996948,34.4000015259,27.9099998474,,,,,9.6199998856,,,0,79.1999969482,2,0
8/27/2008 12:30:00 AM,0,0.2300000042,,,11.4300003052,35.1199989319,39.8199996948,27.3600006104,,,,,6.75,,,0,57.5999984741,2.5,0
8/27/2008 12:40:00 AM,0,0.1700000018,,,7,38.7400016785,25.2099990845,29.6100006104,,,,,5.6799998283,,,0,61.2000007629,2.5,0
8/27/2008 12:50:00 AM,0,0.1800000072,,,8.0600004196,40.3800010681,34.1599998474,29.2800006866,,,,,6.0199999809,,,0,115.1999969482,1.5,0
8/27/2008 1:00:00 AM,0,0.2599999905,,,8.1800003052,34.9099998474,30.2199993134,28.7800006866,,,,,8.5,,,0,79.1999969482,2.5,0
8/27/2008 1:10:00 AM,0,0.25,,,10.4399995804,35.6899986267,29.9799995422,29.5200004578,,,,,8.8299999237,,,0,82.8000030518,3,0
8/27/2008 1:20:00 AM,0,0.2300000042,,,7.9499998093,35.25,20.5200004578,29.3799991608,,,,,7.4200000763,,,0,86.4000015259,4,0
8/27/2008 1:30:00 AM,0,0.2199999988,,,8.6800003052,36.1199989319,18.9899997711,30.8299999237,,,,,3.0899999142,,,0,72,5,0
8/27/2008 1:40:00 AM,0,0.2099999934,,,8.4200000763,37.8300018311,17.0200004578,31.6000003815,,,,,3.0499999523,,,0,68.4000015259,5,0
8/27/2008 1:50:00 AM,0,0.1800000072,,,8.1099996567,36.2799987793,15.5900001526,31.3700008392,,,,,1.7699999809,,,0,68.4000015259,5,0
8/27/2008 2:00:00 AM,0,0.1299999952,,,8.1599998474,35.4199981689,14.4399995804,32.1300010681,,,,,1.9400000572,,,0,61.2000007629,4,0
8/27/2008 2:10:00 AM,0,0.1099999994,,,8.0699996948,36.2999992371,14.029999733,32.8400001526,,,,,3.0299999714,,,0,64.8000030518,4.5,0
8/27/2008 2:20:00 AM,0,0.0900000036,,,7.9299998283,36.5299987793,13.6400003433,33.7200012207,,,,,2.5299999714,,,0,72,5.5,0
8/27/2008 2:30:00 AM,0,0.0900000036,,,8.2700004578,35.2099990845,13.75,34.8600006104,,,,,2.2200000286,,,0,61.2000007629,5,0
8/27/2008 2:40:00 AM,0,0.0799999982,,,8.2299995422,34.8600006104,13.5600004196,35.8400001526,,,,,1.75,,,0,61.2000007629,5,0
8/27/2008 2:50:00 AM,0,0.0799999982,,,8.3299999237,36.0299987793,13.5,36.4000015259,,,,,1.6699999571,,,0,72,4.5,0
8/27/2008 3:00:00 AM,0,0.0799999982,,,7.6999998093,36.9900016785,14.1499996185,35.5200004578,,,,,2.1300001144,,,0,61.2000007629,4.5,0
8/27/2008 3:10:00 AM,0,0.0900000036,,,6.9000000954,36.2799987793,14.6199998856,34.8400001526,,,,,2.4900000095,,,0,64.8000030518,4,0
8/27/2008 3:20:00 AM,0,0.0799999982,,,6.4299998283,34.9000015259,13.9899997711,34,,,,,2.7699999809,,,0,72,4.5,0
8/27/2008 3:30:00 AM,0,0.0799999982,,,6.7800002098,35.1500015259,14.3299999237,33.9399986267,,,,,2.4000000954,,,0,61.2000007629,4.5,0
8/27/2008 3:40:00 AM,0,0.0799999982,,,6.9200000763,35.6500015259,13.7700004578,34.0699996948,,,,,2.0799999237,,,0,61.2000007629,4.5,0
8/27/2008 3:50:00 AM,0,0.0799999982,,,7.3400001526,35.1500015259,14.7100000381,33.4700012207,,,,,2.3499999046,,,0,61.2000007629,5,0
8/27/2008 4:00:00 AM,0,0.0799999982,,,7.7399997711,35.5,15.1899995804,33.1399993896,,,,,2.3499999046,,,0,64.8000030518,4.5,0
8/27/2008 4:10:00 AM,0,0.0700000003,,,9.1000003815,34.5800018311,15.75,32.75,,,,,2.2899999619,,,0,64.8000030518,4.5,0
8/27/2008 4:20:00 AM,0,0.0700000003,,,8.5600004196,35.2999992371,16.0300006866,32.2000007629,,,,,2,,,0,64.8000030518,4.5,0
8/27/2008 4:30:00 AM,0,0.0700000003,,,8.4300003052,34.9399986267,16.75,30.4500007629,,,,,2.0099999905,,,0,75.5999984741,4,0
8/27/2008 4:40:00 AM,0,0.0799999982,,,8.2399997711,34.7299995422,15.5900001526,29.1700000763,,,,,1.9900000095,,,0,64.8000030518,4,0
8/27/2008 4:50:00 AM,0,0.0799999982,,,9.1300001144,34.9599990845,17.75,29.0499992371,,,,,2.0099999905,,,0,64.8000030518,4,0
8/27/2008 5:00:00 AM,0,0.0900000036,,,9.220000267,34.1699981689,18.5,27.7099990845,,,,,2.0299999714,,,0,72,4.5,0
8/27/2008 5:10:00 AM,0,0.0900000036,,,11.0600004196,33.1800003052,20.3099994659,27,,,,,2.2400000095,,,0,72,5,0
8/27/2008 5:20:00 AM,0,0.0799999982,,,7.4099998474,32.9199981689,14.6700000763,27.3299999237,,,,,2.3699998856,,,0,64.8000030518,5,0
8/27/2008 5:30:00 AM,0,0.0799999982,,,6.4699997902,33.3100013733,15.0600004196,27.1900005341,,,,,2.6099998951,,,0,68.4000015259,4.5,0
8/27/2008 5:40:00 AM,0,0.1000000015,,,9.8999996185,33.5200004578,22.1100006104,26.3700008392,,,,,2.6300001144,,,0,64.8000030518,4,0
8/27/2008 5:50:00 AM,0,0.1299999952,,,8.220000267,33.8400001526,19.8600006104,25.0799999237,,,,,2.9500000477,,,0,54,4.5,0
8/27/2008 6:00:00 AM,0,0.150000006,,,8.6000003815,34.4599990845,19.6000003815,25.6900005341,,,,,3.1800000668,,,0,39.5999984741,4.5,0
8/27/2008 6:10:00 AM,0,0.200000003,,,9,36.0499992371,22.8199996948,25.6100006104,,,,,3.4200000763,,,0,43.2000007629,4.5,0
8/27/2008 6:20:00 AM,0,0.2300000042,,,11.8400001526,36,27.8099994659,25.4099998474,,,,,3.5799999237,,,0,36,4.5,0
8/27/2008 6:30:00 AM,0,0.2399999946,,,15.0500001907,36.1599998474,34.4399986267,24.9400005341,,,,,3.6099998951,,,0,43.2000007629,4.5,0
8/27/2008 6:40:00 AM,0,0.2199999988,,,13.8100004196,36.8499984741,31.9400005341,24.7700004578,,,,,4.0799999237,,,0,43.2000007629,4,0
8/27/2008 6:50:00 AM,0,0.2700000107,,,12.6700000763,37.4300003052,31.6800003052,24.6700000763,,,,,4.4600000381,,,0,36,4,0
8/27/2008 7:00:00 AM,0,0.2399999946,,,10,37.0800018311,23.2399997711,26.1299991608,,,,,3.8399999142,,,0,32.4000015259,5,0
8/27/2008 7:10:00 AM,0,0.3100000024,,,13.5399999619,36.9099998474,31.8500003815,26.5499992371,,,,,3.6099998951,,,0,39.5999984741,4.5,0
8/27/2008 7:20:00 AM,0,0.3400000036,,,14.1199998856,39.4900016785,33.4099998474,27.6599998474,,,,,3.8299999237,,,0,36,4.5,0
8/27/2008 7:30:00 AM,0,0.400000006,,,11.5200004578,40.4399986267,30.7600002289,28.0799999237,,,,,4.2100000381,,,0,39.5999984741,4.5,0
8/27/2008 7:40:00 AM,0,0.3100000024,,,9.8199996948,39.4599990845,24.6200008392,28.2099990845,,,,,4.1900000572,,,0,43.2000007629,4.5,0
8/27/2008 7:50:00 AM,0,0.3400000036,,,9.9399995804,38.4799995422,25.5799999237,29.0699996948,,,,,3.6700000763,,,0,43.2000007629,5,0
8/27/2008 8:00:00 AM,0,0.2199999988,,,9.1999998093,37.5099983215,21.7399997711,30.4599990845,,,,,3.6300001144,,,0,32.4000015259,5.5,0
8/27/2008 8:10:00 AM,0,0.1899999976,,,8.9899997711,36.9399986267,21.1299991608,30.6200008392,,,,,4.4299998283,,,0,32.4000015259,6.5,0
8/27/2008 8:20:00 AM,0,0.1700000018,,,11.1400003433,36.9799995422,25.8199996948,30.1299991608,,,,,5.0900001526,,,0,28.7999992371,6.5,0
8/27/2008 8:30:00 AM,0,0.1700000018,,,7.8699998856,36.7000007629,22.0900001526,30.1399993896,,,,,5.1700000763,,,0,36,6.5,0
8/27/2008 8:40:00 AM,0,0.150000006,,,7.2600002289,36.4000015259,19.0900001526,30.9099998474,,,,,4.7399997711,,,0,32.4000015259,5.5,0
8/27/2008 8:50:00 AM,0,0.1700000018,,,6.9299998283,37.0299987793,19.3299999237,31.6200008392,,,,,4.8200001717,,,0,25.2000007629,6,0
8/27/2008 9:00:00 AM,0,0.1700000018,,,7.1700000763,37.7900009155,19.1900005341,32.9799995422,,,,,5.2300000191,,,0,25.2000007629,6,0
8/27/2008 9:10:00 AM,0,0.1700000018,,,6.2800002098,37.2400016785,16.8600006104,35.0400009155,,,,,6.0199999809,,,0,28.7999992371,5.5,0
8/27/2008 9:20:00 AM,0,0.1700000018,,,6.5999999046,37.0299987793,17.7000007629,35.9700012207,,,,,5.9400000572,,,0,14.3999996185,5.5,0
8/27/2008 9:30:00 AM,0,0.1599999964,,,6.2100000381,37.1199989319,17.1000003815,37.4900016785,,,,,6.0300002098,,,0,90,6,0
8/27/2008 9:40:00 AM,0,0.1800000072,,,7.5599999428,37.75,19.3700008392,38.8400001526,,,,,6.0399999619,,,0,10.8000001907,7,0
8/27/2008 9:50:00 AM,0,0.1599999964,,,5.4899997711,38.8300018311,16.2600002289,40.3300018311,,,,,5.8000001907,,,0,147.6000061035,6.5,0
8/27/2008 10:00:00 AM,0,0.1400000006,,,6.6199998856,38.7900009155,17.6000003815,41.6800003052,,,,,5.5599999428,,,0,219.6000061035,6.5,0
8/27/2008 10:10:00 AM,0,0.1400000006,,,6.8099999428,38,18.5300006866,42.5999984741,,,,,5.5700001717,,,0,280.799987793,6,0
8/27/2008 10:20:00 AM,0,0.150000006,,,6.7399997711,37.7000007629,16.5599994659,43.25,,,,,5.8800001144,,,0,241.1999969482,6,0
8/27/2008 10:30:00 AM,0,0.1599999964,,,6.6100001335,37.7200012207,18.0799999237,45.25,,,,,6.5900001526,,,0,234,6,0
8/27/2008 10:40:00 AM,0,0.200000003,,,6.4899997711,39.0900001526,17.6299991608,46.0800018311,,,,,7.7100000381,,,0,266.3999938965,6,0
8/27/2008 10:50:00 AM,0,0.150000006,,,7.6700000763,48.1199989319,18.6200008392,47.8499984741,,,,,7.5,,,0,298.799987793,8,0
8/27/2008 11:00:00 AM,0,0.1599999964,,,9.4799995422,49.2099990845,21.8600006104,49.3699989319,,,,,8.220000267,,,0,298.799987793,9,0
8/27/2008 11:10:00 AM,0,0.200000003,,,7.5700001717,54.5200004578,20.1599998474,50.0200004578,,,,,10.8199996948,,,0,331.200012207,7,0
8/27/2008 11:20:00 AM,0,0.1800000072,,,8,71.4000015259,24.0300006866,49.5400009155,,,,,13.3999996185,,,0,334.799987793,8,0
8/27/2008 11:30:00 AM,0,0.1700000018,,,9.1400003433,59.2200012207,29.0200004578,47.5400009155,,,,,17.4500007629,,,0,313.200012207,8.5,0
8/27/2008 11:40:00 AM,0,0.150000006,,,6.9299998283,59.3600006104,17.7299995422,50.7000007629,,,,,7.8499999046,,,0,320.3999938965,8.5,0
8/27/2008 11:50:00 AM,0,0.150000006,,,6.9200000763,69.1500015259,17.8999996185,53.0299987793,,,,,8.9899997711,,,0,324,8,0
8/27/2008 12:00:00 PM,0,0.1400000006,,,8.4099998474,64.6299972534,19.6299991608,54.3199996948,,,,,8.9899997711,,,0,324,7.5,0
8/27/2008 12:10:00 PM,0,0.1700000018,,,9.6599998474,48.2299995422,18.3700008392,55.3699989319,,,,,5.3000001907,,,0,316.799987793,7.5,0
8/27/2008 12:20:00 PM,0,0.1700000018,,,6.8699998856,56.7900009155,17.0100002289,56.9500007629,,,,,4.6199998856,,,0,316.799987793,7.5,0
8/27/2008 12:30:00 PM,0,0.1599999964,,,6.7399997711,64.2399978638,14.6000003815,57.8300018311,,,,,4.8099999428,,,0,320.3999938965,7,0
8/27/2008 12:40:00 PM,0,0.1299999952,,,7.3299999237,57.2900009155,15.6599998474,58.3199996948,,,,,6.3600001335,,,0,306,9.5,0
8/27/2008 12:50:00 PM,0,0.1299999952,,,7.5100002289,64.3000030518,16.4099998474,58.3100013733,,,,,7.7699999809,,,0,316.799987793,7,0
8/27/2008 1:00:00 PM,0,0.1599999964,,,7.6900000572,57.7900009155,18.6700000763,58.0600013733,,,,,7.7699999809,,,0,298.799987793,7,0
8/27/2008 1:10:00 PM,0,0.1400000006,,,7.9400000572,65.8799972534,18.4099998474,58.0400009155,,,,,9.0600004196,,,0,309.6000061035,8,0
8/27/2008 1:20:00 PM,0,0.1400000006,,,7.5300002098,58.3499984741,16.4099998474,57.9000015259,,,,,7.9499998093,,,0,306,7,0
8/27/2008 1:30:00 PM,0,0.1199999973,,,7.5500001907,52.3800010681,15.970000267,58.4199981689,,,,,7.8699998856,,,0,288,7,0
8/27/2008 1:40:00 PM,0,0.1299999952,,,7.8899998665,55.5800018311,16.5699996948,58.6500015259,,,,,8.8900003433,,,0,316.799987793,8.5,0
8/27/2008 1:50:00 PM,0,0.1199999973,,,8.3100004196,51.2299995422,17.3199996948,58.7900009155,,,,,8.9600000381,,,0,313.200012207,7.5,0
8/27/2008 2:00:00 PM,0,0.1899999976,,,9.3000001907,47.5200004578,20.1800003052,58.3800010681,,,,,9.25,,,0,306,7,0
8/27/2008 2:10:00 PM,0,0.1899999976,,,8.2700004578,48.9000015259,17.0799999237,58.9300003052,,,,,8.8699998856,,,0,302.3999938965,8.5,0
8/27/2008 2:20:00 PM,0,0.1700000018,,,7.8200001717,63.5900001526,16.2700004578,59.0400009155,,,,,5.75,,,0,298.799987793,8.5,0
8/27/2008 2:30:00 PM,0,0.1199999973,,,7.1999998093,59.6800003052,16.5699996948,59.0999984741,,,,,4.2800002098,,,0,302.3999938965,7,0
8/27/2008 2:40:00 PM,0,0.1199999973,,,6.7800002098,60.1899986267,16.5200004578,59.6199989319,,,,,6.4099998474,,,0,295.200012207,7,0
8/27/2008 2:50:00 PM,0,0.1599999964,,,8.1999998093,63.1899986267,19.0400009155,58.7599983215,,,,,9.2600002289,,,0,316.799987793,6.5,0
8/27/2008 3:00:00 PM,0,0.1099999994,,,7.1300001144,52.6599998474,15.5900001526,59.8499984741,,,,,5.3299999237,,,0,291.6000061035,7,0
8/27/2008 3:10:00 PM,0,0.1099999994,,,7.8099999428,51.9900016785,17.1900005341,60.3199996948,,,,,5.9400000572,,,0,306,7.5,0
8/27/2008 3:20:00 PM,0,0.200000003,,,8.470000267,62.8400001526,17.6000003815,60.0200004578,,,,,7.8600001335,,,0,324,6.5,0
8/27/2008 3:30:00 PM,0,0.2199999988,,,8.8500003815,73.1100006104,18.4599990845,60.4799995422,,,,,6.7699999809,,,0,302.3999938965,6.5,0
8/27/2008 3:40:00 PM,0,0.2599999905,,,7.6199998856,56.5,16.3099994659,60.9799995422,,,,,7.6100001335,,,0,295.200012207,6.5,0
8/27/2008 3:50:00 PM,0,0.25,,,7.3800001144,70.5599975586,17,60.6399993896,,,,,8.4099998474,,,0,309.6000061035,7,0
8/27/2008 4:00:00 PM,0,0.200000003,,,7.4899997711,65.7200012207,17.8299999237,60.6800003052,,,,,8.3900003433,,,0,306,6,0
8/27/2008 4:10:00 PM,0,0.2199999988,,,7.0300002098,58.5200004578,17.2700004578,61.2200012207,,,,,8.1700000763,,,0,316.799987793,6.5,0
8/27/2008 4:20:00 PM,0,0.2399999946,,,7.9800000191,72.4499969482,20.2700004578,59.7700004578,,,,,10.2600002289,,,0,320.3999938965,5,0
8/27/2008 4:30:00 PM,0,0.2800000012,,,8.2700004578,62.8699989319,19.7399997711,58.9799995422,,,,,11.3500003815,,,0,316.799987793,7,0
8/27/2008 4:40:00 PM,0,0.2899999917,,,8.4200000763,53.6699981689,22.2999992371,57.6300010681,,,,,12.2700004578,,,0,316.799987793,7,0
8/27/2008 4:50:00 PM,0,0.25,,,14.4799995422,66.3700027466,26.8899993896,57.1699981689,,,,,11.6999998093,,,0,324,5.5,0
8/27/2008 5:00:00 PM,0,0.3000000119,,,11.0200004578,53.5400009155,26,55.4700012207,,,,,13.970000267,,,0,331.200012207,5,0
8/27/2008 5:10:00 PM,0,0.5400000215,,,11.9499998093,49.5600013733,34.0600013733,53.1899986267,,,,,16.0699996948,,,0,331.200012207,4.5,0
8/27/2008 5:20:00 PM,0,0.9100000262,,,12.9200000763,49.3400001526,36.5,50.9099998474,,,,,18.3799991608,,,0,331.200012207,4.5,0
8/27/2008 5:30:00 PM,0,0.8199999928,,,9.5500001907,50.0999984741,36.6699981689,48.1699981689,,,,,22.6200008392,,,0,338.3999938965,3,0
8/27/2008 5:40:00 PM,0,0.5899999738,,,12.3199996948,50.2700004578,45.0299987793,45.0299987793,,,,,22.3500003815,,,0,342,3.5,0
8/27/2008 5:50:00 PM,0,0.6899999976,,,13.5799999237,50.3300018311,51.2299995422,41.5400009155,,,,,25.5400009155,,,0,306,4,0
8/27/2008 6:00:00 PM,0,0.5299999714,,,14.5500001907,52.1500015259,57.0800018311,39.0099983215,,,,,23.9099998474,,,0,309.6000061035,4,0
8/27/2008 6:10:00 PM,0,0.6600000262,,,30.2299995422,55.4199981689,88.8700027466,30.7099990845,,,,,32.2999992371,,,0,309.6000061035,3.5,0
8/27/2008 6:20:00 PM,0,0.8100000024,,,16.1599998474,52.8800010681,69.5599975586,27.9099998474,,,,,27.7999992371,,,0,306,4,0
8/27/2008 6:30:00 PM,0,0.8700000048,,,12.6899995804,52.6599998474,55.5600013733,29.2299995422,,,,,23.3700008392,,,0,205.1999969482,4,0
8/27/2008 6:40:00 PM,0,0.5799999833,,,13.3699998856,51.2200012207,45.0699996948,33.8899993896,,,,,16.0699996948,,,0,277.200012207,4.5,0
8/27/2008 6:50:00 PM,0,0.6399999857,,,14.6899995804,51.7999992371,46.0200004578,37.6100006104,,,,,15.029999733,,,0,237.6000061035,3.5,0
8/27/2008 7:00:00 PM,0,0.6000000238,,,16.9799995422,53.8600006104,62.3199996948,35.0900001526,,,,,15.8400001526,,,0,313.200012207,4,0
8/27/2008 7:10:00 PM,0,0.8000000119,,,14.0600004196,55.8600006104,56.6399993896,29.6200008392,,,,,18.4699993134,,,0,313.200012207,3.5,0
8/27/2008 7:20:00 PM,0,0.5600000024,,,10.0200004578,54.8199996948,39.2099990845,35.1100006104,,,,,14.220000267,,,0,180,3,0
8/27/2008 7:30:00 PM,0,0.5299999714,,,10.0100002289,49.7599983215,32.5999984741,37.3800010681,,,,,11.8900003433,,,0,118.8000030518,4.5,0
8/27/2008 7:40:00 PM,0,0.4199999869,,,11.7899999619,48.9300003052,32.5600013733,41.2700004578,,,,,9.0600004196,,,0,46.7999992371,5,0
8/27/2008 7:50:00 PM,0,0.2800000012,,,9.1300001144,51.0800018311,23.4500007629,41.7299995422,,,,,5.8600001335,,,0,32.4000015259,5,0
8/27/2008 8:00:00 PM,0,0.2300000042,,,9.5100002289,53.3400001526,23.3999996185,38.0600013733,,,,,3.4400000572,,,0,46.7999992371,5,0
8/27/2008 8:10:00 PM,0,0.1899999976,,,9.75,52.9300003052,24.6700000763,35.1599998474,,,,,2.8199999332,,,0,43.2000007629,4.5,0
8/27/2008 8:20:00 PM,0,0.200000003,,,9.470000267,50.6399993896,23.2000007629,32.8699989319,,,,,3.7999999523,,,0,39.5999984741,5,0
8/27/2008 8:30:00 PM,0,0.200000003,,,6.4299998283,46.2099990845,16.9699993134,32.9300003052,,,,,3.9300000668,,,0,39.5999984741,5,0
8/27/2008 8:40:00 PM,0,0.200000003,,,6.3899998665,51.7700004578,17.3799991608,33.5299987793,,,,,3.8199999332,,,0,36,5.5,0
8/27/2008 8:50:00 PM,0,0.1899999976,,,6.2199997902,46.8699989319,15.2299995422,34.7000007629,,,,,3.7300000191,,,0,28.7999992371,6,0
8/27/2008 9:00:00 PM,0,0.1800000072,,,5.6100001335,45.0499992371,15.9799995422,35.1899986267,,,,,3.7400000095,,,0,32.4000015259,6.5,0
8/27/2008 9:10:00 PM,0,0.1700000018,,,6.6100001335,44.0999984741,16.6700000763,35.1899986267,,,,,3.9400000572,,,0,32.4000015259,5.5,0
8/27/2008 9:20:00 PM,0,0.1700000018,,,6.7399997711,44.1599998474,15.8999996185,35.5900001526,,,,,3.9000000954,,,0,28.7999992371,6.5,0
8/27/2008 9:30:00 PM,0,0.1599999964,,,7.3200001717,44.0299987793,16.2000007629,35.7999992371,,,,,3.3199999332,,,0,25.2000007629,6,0
8/27/2008 9:40:00 PM,0,0.1800000072,,,7.2800002098,43.6800003052,16.0799999237,35.6599998474,,,,,3.7000000477,,,0,21.6000003815,6.5,0
8/27/2008 9:50:00 PM,0,0.1800000072,,,7.1100001335,43.2799987793,16.7399997711,35.8400001526,,,,,3.8800001144,,,0,28.7999992371,6.5,0
8/27/2008 10:00:00 PM,0,0.1800000072,,,6.1500000954,44.1300010681,16.2800006866,35.6699981689,,,,,3.8299999237,,,0,54,6.5,0
8/27/2008 10:10:00 PM,0,0.2099999934,,,6.3200001717,44.2799987793,16.0499992371,35.4000015259,,,,,3.8900001049,,,0,25.2000007629,5.5,0
8/27/2008 10:20:00 PM,0,0.1700000018,,,6.3200001717,43.8699989319,15.9099998474,35.4799995422,,,,,3.9500000477,,,0,61.2000007629,6.5,0
8/27/2008 10:30:00 PM,0,0.1700000018,,,6.0100002289,45.6800003052,15.3000001907,35.8100013733,,,,,4.0900001526,,,0,28.7999992371,6.5,0
8/27/2008 10:40:00 PM,0,0.1599999964,,,5.8699998856,44.75,15.3000001907,35.4500007629,,,,,3.75,,,0,28.7999992371,7,0
8/27/2008 10:50:00 PM,0,0.1400000006,,,5.0999999046,43.0400009155,15.2399997711,34.9300003052,,,,,3.2400000095,,,0,36,5.5,0
8/27/2008 11:00:00 PM,0,0.1400000006,,,5.8000001907,43.3100013733,15.220000267,34.7299995422,,,,,3.1400001049,,,0,39.5999984741,7,0
8/27/2008 11:10:00 PM,0,0.1400000006,,,6.0599999428,47.7000007629,15.5200004578,34.8100013733,,,,,3.1099998951,,,0,68.4000015259,7,0
8/27/2008 11:20:00 PM,0,0.1400000006,,,5.1399998665,42.9199981689,15.0699996948,34.9900016785,,,,,3,,,0,32.4000015259,7.5,0
8/27/2008 11:30:00 PM,0,0.1400000006,,,5,42.0299987793,14.9399995804,34.9599990845,,,,,3.1400001049,,,0,46.7999992371,6.5,0
8/27/2008 11:40:00 PM,0,0.150000006,,,7.7300000191,41.3100013733,17.5400009155,34.8100013733,,,,,2.9200000763,,,0,21.6000003815,6,0
8/27/2008 11:50:00 PM,0,0.150000006,,,7.5999999046,45.75,16.1000003815,34.1500015259,,,,,2.7799999714,,,0,25.2000007629,5.5,0
8/28/2008 12:00:00 AM,0,0.1299999952,,,7.3000001907,44.5699996948,15.4499998093,34.4500007629,,,,,2.6700000763,,,0,25.2000007629,6.5,0
8/28/2008 12:10:00 AM,0,0.1099999994,,,6.8800001144,47.0499992371,15.2299995422,35.0999984741,,,,,2.9000000954,,,0,28.7999992371,6.5,0
